N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),N_FacilitiesInApt,Size(sqf),SalePrice,HallwayType_mixed,HallwayType_terraced,TimeToSubway_10min~15min,TimeToSubway_15min~20min,TimeToSubway_5min~10min,TimeToSubway_no_bus_stop_nearby,SubwayStation_Banwoldang,SubwayStation_Chil-sung-market,SubwayStation_Daegu,SubwayStation_Kyungbuk_uni_hospital,SubwayStation_Myung-duk,SubwayStation_Sin-nam,SubwayStation_no_subway_nearby,Age
2.0,5.0,0.0,76.0,3,587,55752,False,False,False,False,True,False,False,False,True,False,False,False,False,39
0.0,3.0,2.0,1270.0,10,868,274336,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,5.0,3.0,930.0,7,644,146256,False,True,False,False,False,False,False,False,False,True,False,False,False,11
5.0,6.0,5.0,536.0,4,914,128318,True,False,False,True,False,False,False,False,False,False,True,False,False,31
1.0,5.0,4.0,79.0,3,644,154159,True,False,False,True,False,False,False,False,False,False,True,False,False,32
0.0,3.0,2.0,1270.0,10,868,202654,False,True,False,False,False,False,False,False,False,True,False,False,False,17
5.0,5.0,4.0,798.0,7,572,75088,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,5.0,3.0,930.0,7,644,146256,False,True,False,False,False,False,False,False,False,True,False,False,False,11
5.0,7.0,5.0,0.0,3,576,60176,False,False,True,False,False,False,False,False,False,False,True,False,False,32
0.0,3.0,2.0,0.0,3,871,161061,False,False,False,False,False,False,False,False,False,True,False,False,False,46
0.0,2.0,2.0,524.0,4,1103,286725,False,True,False,False,False,False,True,False,False,False,False,False,False,17
2.0,5.0,0.0,76.0,3,587,93362,False,False,False,False,True,False,False,False,True,False,False,False,False,39
0.0,3.0,2.0,1270.0,10,1643,362831,False,True,False,False,False,False,False,False,False,True,False,False,False,17
5.0,6.0,5.0,536.0,4,914,161061,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,5.0,3.0,930.0,7,644,144752,False,True,False,False,False,False,False,False,False,True,False,False,False,11
0.0,3.0,2.0,1270.0,10,1387,346017,False,True,False,False,False,False,False,False,False,True,False,False,False,17
1.0,2.0,2.0,184.0,5,814,178318,False,True,True,False,False,False,False,False,False,True,False,False,False,18
5.0,6.0,5.0,536.0,4,644,178761,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,3.0,2.0,1270.0,10,1928,445132,False,True,False,False,False,False,False,False,False,True,False,False,False,17
1.0,7.0,3.0,56.0,5,914,119469,True,False,False,True,False,False,False,True,False,False,False,False,False,27
5.0,7.0,5.0,0.0,3,576,61946,False,False,True,False,False,False,False,False,False,False,True,False,False,32
1.0,5.0,1.0,0.0,4,2092,230088,False,True,True,False,False,False,False,False,False,True,False,False,False,38
1.0,5.0,1.0,0.0,4,1131,217699,False,True,True,False,False,False,False,False,False,True,False,False,False,38
1.0,5.0,4.0,79.0,3,644,78318,True,False,False,True,False,False,False,False,False,False,True,False,False,32
5.0,7.0,5.0,0.0,3,355,38938,False,False,True,False,False,False,False,False,False,False,True,False,False,32
5.0,6.0,5.0,536.0,4,644,92920,True,False,False,True,False,False,False,False,False,False,True,False,False,31
1.0,5.0,4.0,79.0,3,914,218584,True,False,False,True,False,False,False,False,False,False,True,False,False,32
1.0,2.0,2.0,184.0,5,811,234513,False,True,True,False,False,False,False,False,False,True,False,False,False,18
0.0,3.0,2.0,1270.0,10,1387,333628,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,1.0,2.0,536.0,5,1437,300000,False,True,False,False,False,False,False,False,False,False,False,True,False,18
5.0,7.0,5.0,1174.0,9,914,349557,False,True,False,False,False,False,False,False,False,False,True,False,False,10
5.0,6.0,5.0,536.0,4,914,206194,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,5.0,3.0,930.0,7,644,143238,False,True,False,False,False,False,False,False,False,True,False,False,False,11
0.0,3.0,2.0,1270.0,10,868,309734,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,1.0,2.0,536.0,5,1412,265486,False,True,False,False,False,False,False,False,False,False,False,True,False,18
0.0,3.0,2.0,1270.0,10,1643,515929,False,True,False,False,False,False,False,False,False,True,False,False,False,17
1.0,5.0,1.0,0.0,4,1796,223008,False,True,True,False,False,False,False,False,False,True,False,False,False,38
5.0,5.0,4.0,798.0,7,572,206637,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,6.0,5.0,536.0,4,1288,159292,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,3.0,2.0,1270.0,10,1387,348672,False,True,False,False,False,False,False,False,False,True,False,False,False,17
5.0,7.0,5.0,0.0,3,640,64601,False,False,True,False,False,False,False,False,False,False,True,False,False,32
0.0,4.0,1.0,605.0,5,1273,336283,False,True,False,False,False,False,True,False,False,False,False,False,False,17
1.0,4.0,1.0,218.0,1,156,61504,False,False,False,False,True,False,False,False,False,False,False,False,True,10
5.0,5.0,4.0,798.0,7,572,112566,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,1.0,2.0,536.0,5,818,207964,False,True,False,False,False,False,False,False,False,False,False,True,False,18
5.0,6.0,5.0,536.0,4,914,168141,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,6.0,5.0,536.0,4,1451,184070,True,False,False,True,False,False,False,False,False,False,True,False,False,31
2.0,2.0,1.0,203.0,5,910,219469,False,True,False,False,False,True,False,False,False,False,False,False,True,15
0.0,5.0,3.0,930.0,7,910,254123,False,True,False,False,False,False,False,False,False,True,False,False,False,11
0.0,5.0,3.0,930.0,7,644,144752,False,True,False,False,False,False,False,False,False,True,False,False,False,11
1.0,2.0,2.0,184.0,5,910,191150,False,True,True,False,False,False,False,False,False,True,False,False,False,18
0.0,1.0,2.0,536.0,5,2056,331858,False,True,False,False,False,False,False,False,False,False,False,True,False,18
5.0,5.0,4.0,798.0,7,743,141592,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,3.0,2.0,1270.0,10,1928,522123,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,3.0,2.0,475.0,8,829,230088,False,True,False,False,False,False,False,False,False,False,False,True,False,16
0.0,3.0,2.0,400.0,7,644,282300,False,True,False,False,True,False,False,False,True,False,False,False,False,9
0.0,5.0,3.0,930.0,7,426,102601,False,True,False,False,False,False,False,False,False,True,False,False,False,11
0.0,1.0,2.0,536.0,5,818,262831,False,True,False,False,False,False,False,False,False,False,False,True,False,18
0.0,4.0,1.0,605.0,5,1273,380530,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,6.0,5.0,536.0,4,914,194690,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,5.0,4.0,798.0,7,572,73840,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,7.0,5.0,0.0,3,576,82300,False,False,True,False,False,False,False,False,False,False,True,False,False,32
5.0,7.0,5.0,1174.0,9,843,310176,False,True,False,False,False,False,False,False,False,False,True,False,False,10
0.0,5.0,3.0,930.0,7,644,149274,False,True,False,False,False,False,False,False,False,True,False,False,False,11
0.0,3.0,2.0,1270.0,10,1643,442477,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,3.0,2.0,108.0,2,288,93097,False,False,False,False,True,False,True,False,False,False,False,False,False,10
5.0,7.0,5.0,0.0,3,355,32743,False,False,True,False,False,False,False,False,False,False,True,False,False,32
5.0,5.0,4.0,798.0,7,743,143805,True,False,False,False,True,False,False,False,False,False,False,False,False,19
1.0,7.0,3.0,56.0,5,644,166371,True,False,False,True,False,False,False,True,False,False,False,False,False,27
0.0,5.0,3.0,930.0,7,644,149274,False,True,False,False,False,False,False,False,False,True,False,False,False,11
1.0,2.0,2.0,184.0,5,636,203539,False,True,True,False,False,False,False,False,False,True,False,False,False,18
2.0,2.0,1.0,203.0,5,1160,262929,False,True,False,False,False,True,False,False,False,False,False,False,True,15
5.0,6.0,5.0,536.0,4,1451,168141,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,1.0,2.0,536.0,5,1437,247787,False,True,False,False,False,False,False,False,False,False,False,True,False,18
5.0,6.0,5.0,536.0,4,644,84070,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,6.0,5.0,536.0,4,644,135398,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,5.0,3.0,930.0,7,910,244911,False,True,False,False,False,False,False,False,False,True,False,False,False,11
0.0,5.0,3.0,930.0,7,644,149274,False,True,False,False,False,False,False,False,False,True,False,False,False,11
0.0,4.0,1.0,605.0,5,1273,371681,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,3.0,2.0,475.0,8,829,252212,False,True,False,False,False,False,False,False,False,False,False,True,False,16
5.0,6.0,5.0,536.0,4,644,130973,True,False,False,True,False,False,False,False,False,False,True,False,False,31
2.0,3.0,1.0,181.0,4,857,218584,False,True,False,False,False,False,False,False,False,False,True,False,False,18
5.0,5.0,4.0,798.0,7,743,141592,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,4.0,1.0,605.0,5,1690,448672,False,True,False,False,False,False,True,False,False,False,False,False,False,17
1.0,2.0,2.0,184.0,5,811,300000,False,True,True,False,False,False,False,False,False,True,False,False,False,18
0.0,3.0,2.0,1270.0,10,1928,429203,False,True,False,False,False,False,False,False,False,True,False,False,False,17
1.0,4.0,1.0,218.0,1,156,55752,False,False,False,False,True,False,False,False,False,False,False,False,True,10
0.0,1.0,1.0,1321.0,10,644,299115,False,True,False,False,True,False,False,False,False,False,False,False,True,9
5.0,6.0,5.0,536.0,4,644,97345,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,6.0,5.0,536.0,4,644,153982,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,7.0,5.0,1174.0,9,846,314159,False,True,False,False,False,False,False,False,False,False,True,False,False,10
0.0,0.0,0.0,203.0,10,914,361946,False,True,False,False,False,False,True,False,False,False,False,False,False,10
2.0,3.0,1.0,181.0,4,857,199115,False,True,False,False,False,False,False,False,False,False,True,False,False,18
2.0,5.0,0.0,76.0,3,587,109734,False,False,False,False,True,False,False,False,True,False,False,False,False,39
0.0,3.0,2.0,1270.0,10,1387,362831,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,3.0,2.0,475.0,8,829,199115,False,True,False,False,False,False,False,False,False,False,False,True,False,16
5.0,6.0,5.0,536.0,4,644,130973,True,False,False,True,False,False,False,False,False,False,True,False,False,31
1.0,4.0,1.0,218.0,1,156,58407,False,False,False,False,True,False,False,False,False,False,False,False,True,10
5.0,5.0,4.0,798.0,7,743,235398,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,1.0,2.0,536.0,5,1149,287610,False,True,False,False,False,False,False,False,False,False,False,True,False,18
5.0,5.0,4.0,798.0,7,1184,309734,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,2.0,2.0,524.0,4,1419,229203,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,7.0,5.0,0.0,3,576,109734,False,False,True,False,False,False,False,False,False,False,True,False,False,32
0.0,3.0,2.0,475.0,8,914,169911,False,True,False,False,False,False,False,False,False,False,False,True,False,16
2.0,2.0,1.0,203.0,5,1160,265442,False,True,False,False,False,True,False,False,False,False,False,False,True,15
0.0,3.0,2.0,108.0,2,288,99823,False,False,False,False,True,False,True,False,False,False,False,False,False,10
2.0,2.0,1.0,203.0,5,910,200318,False,True,False,False,False,True,False,False,False,False,False,False,True,15
0.0,2.0,2.0,524.0,4,1419,349557,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,6.0,5.0,536.0,4,1761,305309,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,4.0,1.0,605.0,5,1483,393805,False,True,False,False,False,False,True,False,False,False,False,False,False,17
2.0,2.0,1.0,203.0,5,910,192920,False,True,False,False,False,True,False,False,False,False,False,False,True,15
0.0,5.0,3.0,930.0,7,910,255442,False,True,False,False,False,False,False,False,False,True,False,False,False,11
0.0,2.0,2.0,524.0,4,914,165486,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,7.0,5.0,0.0,3,640,54867,False,False,True,False,False,False,False,False,False,False,True,False,False,32
1.0,5.0,1.0,0.0,4,914,130973,False,True,True,False,False,False,False,False,False,True,False,False,False,38
0.0,1.0,2.0,536.0,5,1743,292035,False,True,False,False,False,False,False,False,False,False,False,True,False,18
5.0,5.0,4.0,798.0,7,743,251327,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,6.0,5.0,536.0,4,914,122123,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,2.0,2.0,524.0,4,1419,253097,False,True,False,False,False,False,True,False,False,False,False,False,False,17
2.0,3.0,1.0,181.0,4,857,265486,False,True,False,False,False,False,False,False,False,False,True,False,False,18
5.0,6.0,5.0,536.0,4,914,155752,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,3.0,2.0,1270.0,10,868,340707,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,2.0,2.0,524.0,4,1394,295575,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,2.0,2.0,524.0,4,1394,407079,False,True,False,False,False,False,True,False,False,False,False,False,False,17
2.0,2.0,1.0,203.0,5,910,203646,False,True,False,False,False,True,False,False,False,False,False,False,True,15
0.0,2.0,2.0,524.0,4,1419,259292,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,6.0,5.0,536.0,4,914,206194,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,5.0,3.0,930.0,7,910,255442,False,True,False,False,False,False,False,False,False,True,False,False,False,11
0.0,5.0,3.0,930.0,7,910,263345,False,True,False,False,False,False,False,False,False,True,False,False,False,11
0.0,3.0,2.0,475.0,8,914,250442,False,True,False,False,False,False,False,False,False,False,False,True,False,16
0.0,3.0,2.0,1270.0,10,868,193805,False,True,False,False,False,False,False,False,False,True,False,False,False,17
2.0,5.0,0.0,76.0,3,676,94955,False,False,False,False,True,False,False,False,True,False,False,False,False,39
5.0,7.0,5.0,1174.0,9,640,246017,False,True,False,False,False,False,False,False,False,False,True,False,False,10
5.0,6.0,5.0,536.0,4,644,92035,True,False,False,True,False,False,False,False,False,False,True,False,False,31
1.0,4.0,1.0,218.0,1,138,54867,False,False,False,False,True,False,False,False,False,False,False,False,True,10
0.0,3.0,2.0,1270.0,10,1519,398230,False,True,False,False,False,False,False,False,False,True,False,False,False,17
2.0,3.0,1.0,181.0,4,903,207079,False,True,False,False,False,False,False,False,False,False,True,False,False,18
5.0,6.0,5.0,536.0,4,644,92920,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,1.0,2.0,536.0,5,914,238053,False,True,False,False,False,False,False,False,False,False,False,True,False,18
0.0,3.0,2.0,475.0,8,829,200884,False,True,False,False,False,False,False,False,False,False,False,True,False,16
0.0,3.0,2.0,1270.0,10,1928,517699,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,3.0,2.0,1270.0,10,868,308849,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,3.0,2.0,1270.0,10,1643,356637,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,2.0,2.0,524.0,4,1366,272566,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,1.0,1.0,1321.0,10,910,413716,False,True,False,False,True,False,False,False,False,False,False,False,True,9
5.0,6.0,5.0,536.0,4,914,168141,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,5.0,3.0,930.0,7,644,147761,False,True,False,False,False,False,False,False,False,True,False,False,False,11
0.0,2.0,2.0,524.0,4,1394,230088,False,True,False,False,False,False,True,False,False,False,False,False,False,17
1.0,5.0,4.0,79.0,3,644,115044,True,False,False,True,False,False,False,False,False,False,True,False,False,32
0.0,5.0,3.0,930.0,7,910,255442,False,True,False,False,False,False,False,False,False,True,False,False,False,11
0.0,3.0,2.0,1270.0,10,1643,362831,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,5.0,3.0,930.0,7,644,150778,False,True,False,False,False,False,False,False,False,True,False,False,False,11
5.0,5.0,4.0,798.0,7,572,75920,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,3.0,2.0,1270.0,10,868,210619,False,True,False,False,False,False,False,False,False,True,False,False,False,17
5.0,7.0,5.0,0.0,3,576,119469,False,False,True,False,False,False,False,False,False,False,True,False,False,32
5.0,6.0,5.0,536.0,4,644,179646,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,3.0,2.0,1270.0,10,1643,526548,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,1.0,1.0,1321.0,10,644,305309,False,True,False,False,True,False,False,False,False,False,False,False,True,9
0.0,2.0,2.0,524.0,4,1394,286902,False,True,False,False,False,False,True,False,False,False,False,False,False,17
1.0,5.0,1.0,0.0,4,1131,164601,False,True,True,False,False,False,False,False,False,True,False,False,False,38
5.0,6.0,5.0,536.0,4,644,150442,True,False,False,True,False,False,False,False,False,False,True,False,False,31
1.0,5.0,1.0,0.0,4,1313,159292,False,True,True,False,False,False,False,False,False,True,False,False,False,38
0.0,2.0,2.0,524.0,4,1366,283185,False,True,False,False,False,False,True,False,False,False,False,False,False,17
2.0,3.0,1.0,181.0,4,903,174336,False,True,False,False,False,False,False,False,False,False,True,False,False,18
5.0,7.0,5.0,1174.0,9,914,366371,False,True,False,False,False,False,False,False,False,False,True,False,False,10
1.0,5.0,1.0,0.0,4,1131,161061,False,True,True,False,False,False,False,False,False,True,False,False,False,38
1.0,5.0,4.0,79.0,3,914,115044,True,False,False,True,False,False,False,False,False,False,True,False,False,32
5.0,6.0,5.0,536.0,4,644,132743,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,3.0,2.0,108.0,2,213,74778,False,False,False,False,True,False,True,False,False,False,False,False,False,10
0.0,3.0,2.0,475.0,8,914,211150,False,True,False,False,False,False,False,False,False,False,False,True,False,16
5.0,7.0,5.0,1174.0,9,914,334513,False,True,False,False,False,False,False,False,False,False,True,False,False,10
5.0,7.0,5.0,1174.0,9,843,307964,False,True,False,False,False,False,False,False,False,False,True,False,False,10
0.0,3.0,2.0,108.0,2,288,101769,False,False,False,False,True,False,True,False,False,False,False,False,False,10
0.0,3.0,2.0,1270.0,10,1643,517699,False,True,False,False,False,False,False,False,False,True,False,False,False,17
5.0,6.0,5.0,536.0,4,1451,176991,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,6.0,5.0,536.0,4,914,247787,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,3.0,2.0,475.0,8,914,176991,False,True,False,False,False,False,False,False,False,False,False,True,False,16
0.0,2.0,2.0,524.0,4,914,207079,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,1.0,2.0,536.0,5,2056,460176,False,True,False,False,False,False,False,False,False,False,False,True,False,18
0.0,2.0,2.0,524.0,4,914,192920,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,6.0,5.0,536.0,4,644,168141,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,3.0,2.0,475.0,8,829,214159,False,True,False,False,False,False,False,False,False,False,False,True,False,16
0.0,3.0,2.0,475.0,8,829,176991,False,True,False,False,False,False,False,False,False,False,False,True,False,16
5.0,7.0,5.0,1174.0,9,910,358407,False,True,False,False,False,False,False,False,False,False,True,False,False,10
0.0,3.0,2.0,108.0,2,288,101327,False,False,False,False,True,False,True,False,False,False,False,False,False,10
2.0,5.0,0.0,76.0,3,587,61946,False,False,False,False,True,False,False,False,True,False,False,False,False,39
0.0,5.0,3.0,930.0,7,907,255442,False,True,False,False,False,False,False,False,False,True,False,False,False,11
5.0,7.0,5.0,0.0,3,355,63716,False,False,True,False,False,False,False,False,False,False,True,False,False,32
0.0,5.0,3.0,930.0,7,910,336283,False,True,False,False,False,False,False,False,False,True,False,False,False,11
0.0,1.0,2.0,536.0,5,1149,376106,False,True,False,False,False,False,False,False,False,False,False,True,False,18
0.0,5.0,3.0,930.0,7,426,103663,False,True,False,False,False,False,False,False,False,True,False,False,False,11
2.0,2.0,1.0,203.0,5,910,276991,False,True,False,False,False,True,False,False,False,False,False,False,True,15
2.0,3.0,1.0,181.0,4,903,180973,False,True,False,False,False,False,False,False,False,False,True,False,False,18
5.0,5.0,4.0,798.0,7,914,172566,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,6.0,5.0,536.0,4,644,80530,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,1.0,2.0,536.0,5,914,194690,False,True,False,False,False,False,False,False,False,False,False,True,False,18
0.0,5.0,3.0,930.0,7,907,255442,False,True,False,False,False,False,False,False,False,True,False,False,False,11
5.0,6.0,5.0,536.0,4,644,149115,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,4.0,1.0,605.0,5,1273,307964,False,True,False,False,False,False,True,False,False,False,False,False,False,17
2.0,2.0,1.0,203.0,5,910,161061,False,True,False,False,False,True,False,False,False,False,False,False,True,15
5.0,5.0,4.0,798.0,7,914,185840,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,1.0,2.0,536.0,5,914,294690,False,True,False,False,False,False,False,False,False,False,False,True,False,18
0.0,4.0,1.0,605.0,5,1483,371681,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,6.0,5.0,536.0,4,2337,185840,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,5.0,4.0,798.0,7,743,145132,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,5.0,3.0,930.0,7,644,146256,False,True,False,False,False,False,False,False,False,True,False,False,False,11
1.0,5.0,1.0,0.0,4,2092,221238,False,True,True,False,False,False,False,False,False,True,False,False,False,38
5.0,6.0,5.0,536.0,4,644,157079,True,False,False,True,False,False,False,False,False,False,True,False,False,31
1.0,4.0,1.0,218.0,1,163,60176,False,False,False,False,True,False,False,False,False,False,False,False,True,10
2.0,5.0,0.0,76.0,3,587,92920,False,False,False,False,True,False,False,False,True,False,False,False,False,39
5.0,5.0,4.0,798.0,7,914,203539,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,3.0,2.0,1270.0,10,868,225663,False,True,False,False,False,False,False,False,False,True,False,False,False,17
2.0,2.0,1.0,203.0,5,914,200522,False,True,False,False,False,True,False,False,False,False,False,False,True,15
0.0,5.0,3.0,930.0,7,644,149274,False,True,False,False,False,False,False,False,False,True,False,False,False,11
5.0,5.0,4.0,798.0,7,572,73008,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,3.0,2.0,1270.0,10,1643,398230,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,4.0,1.0,605.0,5,1483,348672,False,True,False,False,False,False,True,False,False,False,False,False,False,17
1.0,5.0,4.0,79.0,3,1448,169911,True,False,False,True,False,False,False,False,False,False,True,False,False,32
1.0,2.0,2.0,184.0,5,910,253982,False,True,True,False,False,False,False,False,False,True,False,False,False,18
2.0,2.0,1.0,203.0,5,1160,193769,False,True,False,False,False,True,False,False,False,False,False,False,True,15
1.0,4.0,1.0,218.0,1,135,54424,False,False,False,False,True,False,False,False,False,False,False,False,True,10
0.0,5.0,3.0,930.0,7,644,146256,False,True,False,False,False,False,False,False,False,True,False,False,False,11
0.0,3.0,2.0,1270.0,10,868,326548,False,True,False,False,False,False,False,False,False,True,False,False,False,17
5.0,6.0,5.0,536.0,4,644,152212,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,6.0,5.0,536.0,4,644,84070,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,3.0,2.0,1270.0,10,1643,293238,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,1.0,1.0,1321.0,10,914,380530,False,True,False,False,True,False,False,False,False,False,False,False,True,9
5.0,7.0,5.0,1174.0,9,640,241592,False,True,False,False,False,False,False,False,False,False,True,False,False,10
0.0,1.0,2.0,536.0,5,818,205309,False,True,False,False,False,False,False,False,False,False,False,True,False,18
0.0,5.0,3.0,930.0,7,910,327433,False,True,False,False,False,False,False,False,False,True,False,False,False,11
0.0,3.0,2.0,475.0,8,829,222123,False,True,False,False,False,False,False,False,False,False,False,True,False,16
1.0,5.0,1.0,0.0,4,1131,268141,False,True,True,False,False,False,False,False,False,True,False,False,False,38
0.0,3.0,2.0,475.0,8,829,210619,False,True,False,False,False,False,False,False,False,False,False,True,False,16
0.0,1.0,2.0,536.0,5,818,211504,False,True,False,False,False,False,False,False,False,False,False,True,False,18
5.0,5.0,4.0,798.0,7,914,273451,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,3.0,2.0,475.0,8,914,212389,False,True,False,False,False,False,False,False,False,False,False,True,False,16
5.0,5.0,4.0,798.0,7,1184,280530,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,6.0,5.0,536.0,4,914,143362,True,False,False,True,False,False,False,False,False,False,True,False,False,31
1.0,5.0,1.0,0.0,4,1313,176106,False,True,True,False,False,False,False,False,False,True,False,False,False,38
5.0,5.0,4.0,798.0,7,914,201769,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,3.0,2.0,1270.0,10,1387,327433,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,1.0,2.0,536.0,5,1437,279646,False,True,False,False,False,False,False,False,False,False,False,True,False,18
0.0,3.0,2.0,108.0,2,288,103982,False,False,False,False,True,False,True,False,False,False,False,False,False,10
5.0,6.0,5.0,536.0,4,2337,353982,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,7.0,5.0,0.0,3,355,61946,False,False,True,False,False,False,False,False,False,False,True,False,False,32
2.0,2.0,1.0,203.0,5,910,149619,False,True,False,False,False,True,False,False,False,False,False,False,True,15
0.0,4.0,1.0,605.0,5,1629,442477,False,True,False,False,False,False,True,False,False,False,False,False,False,17
1.0,2.0,2.0,184.0,5,910,339823,False,True,True,False,False,False,False,False,False,True,False,False,False,18
0.0,3.0,2.0,1270.0,10,1928,501769,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,5.0,3.0,930.0,7,907,345132,False,True,False,False,False,False,False,False,False,True,False,False,False,11
0.0,3.0,2.0,1270.0,10,1643,423008,False,True,False,False,False,False,False,False,False,True,False,False,False,17
5.0,7.0,5.0,0.0,3,576,91592,False,False,True,False,False,False,False,False,False,False,True,False,False,32
0.0,4.0,1.0,605.0,5,1444,313274,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,5.0,4.0,798.0,7,572,75920,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,4.0,1.0,605.0,5,1690,448672,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,5.0,4.0,798.0,7,743,143362,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,7.0,5.0,0.0,3,355,39823,False,False,True,False,False,False,False,False,False,False,True,False,False,32
5.0,7.0,5.0,0.0,3,355,40088,False,False,True,False,False,False,False,False,False,False,True,False,False,32
0.0,3.0,2.0,1270.0,10,1519,530973,False,True,False,False,False,False,False,False,False,True,False,False,False,17
5.0,5.0,4.0,798.0,7,914,228761,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,6.0,5.0,536.0,4,914,194690,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,4.0,1.0,605.0,5,1690,435398,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,5.0,4.0,798.0,7,572,97345,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,3.0,2.0,1270.0,10,1643,486725,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,3.0,2.0,1270.0,10,1387,480530,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,3.0,2.0,1270.0,10,1387,351769,False,True,False,False,False,False,False,False,False,True,False,False,False,17
